time,base_x,base_y,base_z,tau_FL_hip,tau_FL_thigh,tau_FL_calf,tau_FR_hip,tau_FR_thigh,tau_FR_calf,tau_RL_hip,tau_RL_thigh,tau_RL_calf,tau_RR_hip,tau_RR_thigh,tau_RR_calf
3.7269999999997006,-0.01550492203443353,-2.6909587891861636e-05,0.4381453589609512,-6.1919451233893685,0.4255793415415856,15.889134614744588,6.227335450237055,0.42412840380979405,15.961397129004338,-6.244765813046825,0.38968438753184587,15.962982784256456,6.284183908572864,0.3876039621004131,16.03188394940649
3.7279999999997004,-0.015504923819511433,-2.690932071878395e-05,0.4381449699951091,-6.1926388262784755,0.42556627247536727,15.889124755738631,6.228030572705987,0.4241180878464491,15.961386991045343,-6.245466337224246,0.38969276071213,15.962982095204339,6.284883662048809,0.3876147443538364,16.031884616201854
3.7289999999997003,-0.015504925606974217,-2.690905332588361e-05,0.4381445811789047,-6.193332253875299,0.42555321320585887,15.889114899995313,6.228725419462055,0.4241077798013313,15.961376856161618,-6.246166583734116,0.3897011319089062,15.962981405047664,6.285583138427965,0.3876255233039768,16.031885281045213
3.7299999999997,-0.0155049273968121,-2.690878571359597e-05,0.43814419251228287,-6.194025406288576,0.4255401637222995,15.889105047514054,6.229419990613793,0.42409747966490974,15.961366724353091,-6.24686655268589,0.3897095011184551,15.962980713786912,6.2862823378194195,0.3876362989480621,16.03188594393753
3.7309999999997,-0.015504929189015327,-2.6908517882355263e-05,0.4381438039951885,-6.194718283626995,0.42552712401395015,15.889095198294314,6.230114286269693,0.42408718742777507,15.961356595619542,-6.247566244188978,0.3897178683370884,15.962980021422586,6.286981260332227,0.38764707128325343,16.031886604879737
3.7319999999997,-0.01550493098357416,-2.6908249832595205e-05,0.43814341562756637,-6.195410885999205,0.42551409407009166,15.88908535233539,6.2308083065382025,0.4240769030804631,15.961346469960901,-6.248265658352753,0.3897262335611233,15.96297932795512,6.287679906075396,0.3876578403067399,16.031887263872814
3.7329999999997,-0.015504932780478887,-2.6907981564748615e-05,0.43814302740936145,-6.196103213513816,0.4255010738800521,15.889075509636738,6.23150205152773,0.4240666266135564,15.961336347376967,-6.248964795286538,0.38973459678686967,15.962978633385006,6.288378275157889,0.38766860601571457,16.03188792091768
3.7339999999997,-0.015504934579719822,-2.6907713079247605e-05,0.4381426393405186,-6.196795266279391,0.42548806343313317,15.889065670197734,6.232195521346644,0.4240563580176299,15.961326227867652,-6.249663655099616,0.3897429580107103,15.962977937712674,6.28907636768863,0.3876793684074314,16.031888576015326
3.7349999999996997,-0.015504936381287297,-2.6907444376523594e-05,0.4381422514209828,-6.1974870444044505,0.4254750627186675,15.889055834017753,6.232888716103266,0.4240460972832599,15.961316111432813,-6.250362237901233,0.38975131722895573,15.962977240938617,6.289774183776502,0.38769012747908127,16.03188922916673
3.7359999999996996,-0.015504938185171667,-2.690717545700728e-05,0.43814186365069896,-6.198178547997475,0.4254620717260153,15.889046001096244,6.23358163590588,0.42403584440109016,15.961305998072355,-6.251060543800582,0.3897596744379851,15.962976543063313,6.290471723530339,0.38770088322788626,16.031889880372802
3.7369999999996995,-0.015504939991363313,-2.690690632112849e-05,0.438141476029612,-6.198869777166901,0.425449090444542,15.889036171432585,6.234274280862727,0.42402559936175727,15.96129588778609,-6.251758572906822,0.3897680296341716,15.962975844087216,6.291168987058939,0.3877116356511359,16.03189052963453
3.7379999999996993,-0.015504941799852637,-2.6906636969316345e-05,0.438141088557667,-6.199560732021123,0.4254361188636156,15.889026345026153,6.234966651082005,0.42401536215590635,15.961285780573867,-6.252456325329065,0.3897763828139311,15.962975144010803,6.291865974471054,0.3877223847460484,16.031891176952904
3.7389999999996992,-0.01550494361063006,-2.6906367401999394e-05,0.43814070123480886,-6.200251412668491,0.4254231569726643,15.889016521876325,6.235658746671872,0.42400513277417157,15.961275676435555,-6.253153801176382,0.3897847339736026,15.962974442834568,6.292562685875394,0.3877331305098804,16.03189182232889
3.739999999999699,-0.015504945423686033,-2.6906097619605206e-05,0.4381403140609827,-6.200941819217316,0.42541020476107905,15.889006701982554,6.236350567740444,0.4239949112072705,15.961265575371042,-6.253851000557799,0.3897930831096296,15.962973740559002,6.29325912138063,0.38774387293995055,16.03189246576342
3.740999999999699,-0.015504947239011024,-2.6905827622560695e-05,0.43813992703613347,-6.201631951775865,0.42539726221828994,15.888996885344207,6.237042114395793,0.4239846974458576,15.961255477380162,-6.254547923582305,0.38980143021841956,15.96297303718459,6.293955281095384,0.3877546120335099,16.031893107257464
3.741999999999699,-0.015504949056595524,-2.6905557411292102e-05,0.4381395401602063,-6.202321810452362,0.42538432933376,15.88898707196066,6.237733386745954,0.4239744914806728,15.961245382462762,-6.255244570358843,0.38980977529641114,15.962972332711823,6.29465116512824,0.38776534778784744,16.031893746812
3.742999999999699,-0.015504950876430047,-2.6905286986224956e-05,0.4381391534331462,-6.203011395354989,0.425371406096945,15.888977261831311,6.238424384898916,0.42396429330242713,15.961235290618692,-6.25594094099631,0.3898181183400139,15.962971627141137,6.295346773587742,0.3877760802002783,16.031894384428014
3.7439999999996987,-0.01550495269850513,-2.690501634778384e-05,0.4381387668548983,-6.203700706591885,0.42535849249733804,15.888967454955582,6.239115108962629,0.4239541029018514,15.96122520184781,-6.256637035603567,0.3898264593456983,15.962970920473076,6.296042106582384,0.38778680926812287,16.031895020106475
3.7449999999996986,-0.015504954522811332,-2.690474549639281e-05,0.43813838042540765,-6.204389744271148,0.4253455885244367,15.888957651332849,6.239805559044997,0.42394392026971256,15.961215116149985,-6.2573328542894275,0.38983479830994067,15.962970212708068,6.296737164220622,0.38779753498869385,16.031895653848316
